"alpha","misc.dent.ax","misc.dent.eq","f.chi.0.ax","f.chi.1.ax","f.chi.2.ax","f.chi.3.ax","f.Z.0.ax","f.Z.1.ax","f.Z.2.ax","f.Z.3.ax","f.I.0.ax","f.I.1.ax","f.I.2.ax","f.I.3.ax","f.T.0.ax","f.T.1.ax","f.T.2.ax","f.T.3.ax","f.S.0.ax","f.S.1.ax","f.S.2.ax","f.S.3.ax","f.chi.0.eq","f.chi.1.eq","f.chi.2.eq","f.chi.3.eq","f.Z.0.eq","f.Z.1.eq","f.Z.2.eq","f.Z.3.eq","f.I.0.eq","f.I.1.eq","f.I.2.eq","f.I.3.eq","f.T.0.eq","f.T.1.eq","f.T.2.eq","f.T.3.eq","f.S.0.eq","f.S.1.eq","f.S.2.eq","f.S.3.eq","lc.chi.0.ax","lc.chi.1.ax","lc.chi.2.ax","lc.chi.3.ax","lc.Z.0.ax","lc.Z.1.ax","lc.Z.2.ax","lc.Z.3.ax","lc.I.1.ax","lc.I.2.ax","lc.I.3.ax","lc.T.0.ax","lc.T.1.ax","lc.T.2.ax","lc.T.3.ax","lc.S.0.ax","lc.S.1.ax","lc.S.2.ax","lc.S.3.ax","lc.chi.0.eq","lc.chi.1.eq","lc.chi.2.eq","lc.chi.3.eq","lc.Z.0.eq","lc.Z.1.eq","lc.Z.2.eq","lc.Z.3.eq","lc.I.1.eq","lc.I.2.eq","lc.I.3.eq","lc.T.0.eq","lc.T.1.eq","lc.T.2.eq","lc.T.3.eq","lc.S.0.eq","lc.S.1.eq","lc.S.2.eq","lc.S.3.eq","mc.chi.0.all","mc.chi.1.all","mc.chi.2.all","mc.chi.3.all","mc.Z.0.all","mc.Z.1.all","mc.Z.2.all","mc.Z.3.all","mc.I.2.all","mc.I.3.all","mc.T.1.all","mc.T.2.all","mc.T.3.all","mc.S.0.all","mc.S.1.all","mc.S.2.all","mc.S.3.all","f.chi.0.all","f.chi.1.all","f.chi.2.all","f.chi.3.all","f.Z.0.all","f.Z.1.all","f.Z.2.all","f.Z.3.all","f.I.0.all","f.I.1.all","f.I.2.all","f.I.3.all","f.T.0.all","f.T.1.all","f.T.2.all","f.T.3.all","f.S.0.all","f.S.1.all","f.S.2.all","f.S.3.all","D_lc.chi.1.ax","D_lc.chi.2.ax","D_lc.chi.3.ax","D_lc.Z.1.ax","D_lc.Z.2.ax","D_lc.Z.3.ax","D_lc.T.1.ax","D_lc.T.2.ax","D_lc.T.3.ax","D_lc.S.1.ax","D_lc.S.2.ax","D_lc.S.3.ax","D_lc.chi.1.eq","D_lc.chi.2.eq","D_lc.chi.3.eq","D_lc.Z.1.eq","D_lc.Z.2.eq","D_lc.Z.3.eq","D_lc.T.1.eq","D_lc.T.2.eq","D_lc.T.3.eq","D_lc.S.1.eq","D_lc.S.2.eq","D_lc.S.3.eq","D_mc.chi.1.all","D_mc.chi.2.all","D_mc.chi.3.all","D_mc.Z.1.all","D_mc.Z.2.all","D_mc.Z.3.all","D_mc.T.1.all","D_mc.T.2.all","D_mc.T.3.all","D_mc.S.1.all","D_mc.S.2.all","D_mc.S.3.all"
0.3,1,1,143.6891,306.918,503.943,661.325,458,1044,1470,1580,25,50,86,112,136,340,492,556,8.8641,21.5754,32.2478,40.4656,143.6891,306.918,503.943,661.325,458,1044,1470,1580,25,50,86,112,136,340,492,556,8.8641,21.5754,32.2478,40.4656,6.5025,7.752,6.5025,13.005,36,42,36,72,1,1,2,1,2,3,6,0.5929,0.5775,0.5929,1.1858,6.5025,7.752,6.5025,13.005,36,42,36,72,1,1,2,1,2,3,6,0.5929,0.5775,0.5929,1.1858,2.4025,23.715,28.272,23.715,625,900,1050,900,6,6,72,72,108,1.9321,6.4218,6.255,6.4218,864.537100000002,1888.938,3275.277,4480.5,3373,8064,12000,13800,151,312,558,744,870,2208,3252,3864,55.1166999999999,142.296,223.783799999999,290.2872,-0.49,0,0,-1,0,0,-1,-2,-4,0.02,0,0,-0.49,0,0,-1,0,0,-1,-2,-4,0.02,0,0,-6,-8.94,-6,114,108,114,24,24,18,3.72,3.84,3.72
0.1,2,2,70.2082,142.397,212.992,233.0272,178,344,328,226,12,22,36,42,58,136,144,98,3.406,7.995,10.1836,8.9098,70.2082,142.397,212.992,233.0272,178,344,328,226,12,22,36,42,58,136,144,98,3.406,7.995,10.1836,8.9098,9.2416,21.128,21.128,22.6176,49,56,56,63,3,3,3,9,18,18,15,0.5625,1.1325,1.1325,1.1175,9.2416,21.128,21.128,22.6176,49,56,56,63,3,3,3,9,18,18,15,0.5625,1.1325,1.1325,1.1175,2.7556,30.2784,69.222,43.824,576,1008,1152,288,18,12,144,216,72,1.6129,5.715,11.5062,5.6388,213.3802,487.7478,1054.668,1905.936,1110,3048,4758,3816,37,78,174,312,252,768,1416,1656,11.8309,35.415,70.4382,95.652,2.17,2.17,1.68,13,13,12,3,3,4,0.74,0.74,0.76,2.17,2.17,1.68,13,13,12,3,3,4,0.74,0.74,0.76,-8.28,-11.82,-6.48,102,384,276,12,72,60,3.12,13.8,10.8
0.1,1,1,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,2.7556,34.2624,43.824,0,576,1152,288,0,12,0,108,72,0,1.6129,5.5626,5.6388,0,131.8372,250.1568,500.736,908.16,972,2496,2508,960,19,36,66,120,102,288,426,360,6.4531,17.6076,28.9074,32.412,2.48,0,0,14,0,0,2,0,0,0.72,0,0,2.48,0,0,14,0,0,2,0,0,0.72,0,0,-10.68,-6.48,0,96,276,0,18,60,0,3.24,10.8,0
0.05,2,2,135.2332,307.836,484.936,583.6942,538,1296,1852,1936,22,48,76,94,124,312,452,476,9.33500000000001,23.408,34.99,38.5774,135.2332,307.836,484.936,583.6942,538,1296,1852,1936,22,48,76,94,124,312,452,476,9.33500000000001,23.408,34.99,38.5774,9.2416,15.504,29.944,39.1856,49,84,133,182,2,4,5,4,12,20,24,0.5625,1.155,2.01,2.5725,9.2416,15.504,29.944,39.1856,49,84,133,182,2,4,5,4,12,20,24,0.5625,1.155,2.01,2.5725,2.4025,28.272,47.43,67.89,625,1050,1800,1950,12,18,108,216,252,1.9321,6.255,12.8436,15.9294,408.1021,980.052,1826.916,2668.629,2239,5988,10626,13950,67,156,282,420,438,1224,2178,3000,29.9371,82.734,147.5322,206.586,0.98,2.31,2.31,2,9,9,-2,-2,-2,-0.04,0.32,0.32,0.98,2.31,2.31,2,9,9,-2,-2,-2,-0.04,0.32,0.32,-8.94,-12,-15.9,108,228,372,18,36,66,3.84,7.44,13.56
0.25,1,1,18.3361,17.544,0,0,100,96,0,0,2,2,0,0,2,2,0,0,1.1258,1.1242,0,0,18.3361,17.544,0,0,100,96,0,0,2,2,0,0,2,2,0,0,1.1258,1.1242,0,0,6.5025,8.772,0,0,36,48,0,0,1,0,0,1,1,0,0,0.5929,0.5621,0,0,6.5025,8.772,0,0,36,48,0,0,1,0,0,1,1,0,0,0.5929,0.5621,0,0,2.4025,23.715,31.992,0,625,900,1200,0,6,0,72,36,0,1.9321,6.4218,6.0882,0,112.4191,152.694,259.059,526.32,1225,2376,3480,2880,13,24,42,60,66,168,192,120,8.6869,19.5888,29.9634,33.726,-0.89,0,0,-2,0,0,0,0,0,0.04,0,0,-0.89,0,0,-2,0,0,0,0,0,0.04,0,0,-6,-11.34,0,114,102,0,24,30,0,3.72,3.96,0
0.2,1,1,18.3361,17.544,0,0,100,96,0,0,2,2,0,0,2,2,0,0,1.1258,1.1242,0,0,18.3361,17.544,0,0,100,96,0,0,2,2,0,0,2,2,0,0,1.1258,1.1242,0,0,6.5025,8.772,0,0,36,48,0,0,1,0,0,1,1,0,0,0.5929,0.5621,0,0,6.5025,8.772,0,0,36,48,0,0,1,0,0,1,1,0,0,0.5929,0.5621,0,0,2.4025,23.715,31.992,0,625,900,1200,0,6,0,72,36,0,1.9321,6.4218,6.0882,0,112.4191,152.694,259.059,526.32,1225,2376,3480,2880,13,24,42,60,66,168,192,120,8.6869,19.5888,29.9634,33.726,-0.89,0,0,-2,0,0,0,0,0,0.04,0,0,-0.89,0,0,-2,0,0,0,0,0,0.04,0,0,-6,-11.34,0,114,102,0,24,30,0,3.72,3.96,0
0.05,2,2,70.2082,142.397,212.992,233.0272,178,344,328,226,12,22,36,42,58,136,144,98,3.406,7.995,10.1836,8.9098,70.2082,142.397,212.992,233.0272,178,344,328,226,12,22,36,42,58,136,144,98,3.406,7.995,10.1836,8.9098,9.2416,21.128,21.128,22.6176,49,56,56,63,3,3,3,9,18,18,15,0.5625,1.1325,1.1325,1.1175,9.2416,21.128,21.128,22.6176,49,56,56,63,3,3,3,9,18,18,15,0.5625,1.1325,1.1325,1.1175,2.4025,28.272,64.635,40.92,625,1050,1200,300,18,12,144,216,72,1.9321,6.255,12.5934,6.1716,213.0271,483.735,1045.494,1900.128,1159,3132,4854,3840,37,78,174,312,252,768,1416,1656,12.1501,36.495,72.6126,96.7176,2.17,2.17,1.68,13,13,12,3,3,4,0.74,0.74,0.76,2.17,2.17,1.68,13,13,12,3,3,4,0.74,0.74,0.76,-8.94,-13.8,-7.8,108,402,288,12,72,60,3.84,15.96,12.24
0,2,2,70.2082,142.397,212.992,233.0272,178,344,328,226,12,22,36,42,58,136,144,98,3.406,7.995,10.1836,8.9098,70.2082,142.397,212.992,233.0272,178,344,328,226,12,22,36,42,58,136,144,98,3.406,7.995,10.1836,8.9098,9.2416,21.128,21.128,22.6176,49,56,56,63,3,3,3,9,18,18,15,0.5625,1.1325,1.1325,1.1175,9.2416,21.128,21.128,22.6176,49,56,56,63,3,3,3,9,18,18,15,0.5625,1.1325,1.1325,1.1175,2.4025,28.272,64.635,40.92,625,1050,1200,300,18,12,144,216,72,1.9321,6.255,12.5934,6.1716,213.0271,483.735,1045.494,1900.128,1159,3132,4854,3840,37,78,174,312,252,768,1416,1656,12.1501,36.495,72.6126,96.7176,2.17,2.17,1.68,13,13,12,3,3,4,0.74,0.74,0.76,2.17,2.17,1.68,13,13,12,3,3,4,0.74,0.74,0.76,-8.94,-13.8,-7.8,108,402,288,12,72,60,3.84,15.96,12.24
0.1,2,2,122.2282,268.821,406.906,466.2082,466,1080,1420,1318,20,42,64,76,106,258,344,330,8.1492,19.8506,27.8752,28.2572,122.2282,268.821,406.906,466.2082,466,1080,1420,1318,20,42,64,76,106,258,344,330,8.1492,19.8506,27.8752,28.2572,9.2416,15.504,29.944,38.1216,49,84,133,147,2,4,5,4,12,20,20,0.5625,1.155,2.01,2.2725,9.2416,15.504,29.944,38.1216,49,84,133,147,2,4,5,4,12,20,20,0.5625,1.155,2.01,2.2725,2.4025,28.272,47.43,67.89,625,1050,1800,1950,12,18,108,216,252,1.9321,6.255,12.8436,15.9294,369.0871,863.007,1592.826,2316.171,2023,5340,9330,12096,61,138,246,366,384,1062,1854,2538,26.3797,72.0618,126.1878,175.6254,0.98,2.31,2.66,2,9,14,-2,-2,0,-0.04,0.32,0.72,0.98,2.31,2.66,2,9,14,-2,-2,0,-0.04,0.32,0.72,-8.94,-12,-15.9,108,228,372,18,36,66,3.84,7.44,13.56
0.15,2,2,122.2282,268.821,406.906,466.2082,466,1080,1420,1318,20,42,64,76,106,258,344,330,8.1492,19.8506,27.8752,28.2572,122.2282,268.821,406.906,466.2082,466,1080,1420,1318,20,42,64,76,106,258,344,330,8.1492,19.8506,27.8752,28.2572,9.2416,15.504,29.944,38.1216,49,84,133,147,2,4,5,4,12,20,20,0.5625,1.155,2.01,2.2725,9.2416,15.504,29.944,38.1216,49,84,133,147,2,4,5,4,12,20,20,0.5625,1.155,2.01,2.2725,2.4025,28.272,47.43,67.89,625,1050,1800,1950,12,18,108,216,252,1.9321,6.255,12.8436,15.9294,369.0871,863.007,1592.826,2316.171,2023,5340,9330,12096,61,138,246,366,384,1062,1854,2538,26.3797,72.0618,126.1878,175.6254,0.98,2.31,2.66,2,9,14,-2,-2,0,-0.04,0.32,0.72,0.98,2.31,2.66,2,9,14,-2,-2,0,-0.04,0.32,0.72,-8.94,-12,-15.9,108,228,372,18,36,66,3.84,7.44,13.56
0.2,2,2,146.7722,299.778,507.666,669.5502,500,1056,1590,1758,24,48,84,108,132,330,474,528,8.6376,20.944,32.1092,39.9036,146.7722,299.778,507.666,669.5502,500,1056,1590,1758,24,48,84,108,132,330,474,528,8.6376,20.944,32.1092,39.9036,11.8336,8.772,17.544,36.9456,64,48,96,168,1,2,4,1,3,6,8,0.5329,0.5621,1.1242,1.9272,11.8336,8.772,17.544,36.9456,64,48,96,168,1,2,4,1,3,6,8,0.5329,0.5621,1.1242,1.9272,2.7556,34.2624,25.398,25.398,576,1152,864,864,6,6,72,108,108,1.6129,5.5626,5.8674,5.8674,443.072199999999,967.858800000001,1928.802,2409.501,2076,5472,8418,8922,73,156,294,378,450,1170,1830,2166,27.5257,73.9571999999999,124.0494,155.229,0.89,1.78,3.02,2,4,11,-2,-4,-4,-0.04,-0.0800000000000001,0.28,0.89,1.78,3.02,2,4,11,-2,-4,-4,-0.04,-0.0800000000000001,0.28,-10.68,-5.34,-5.34,96,108,108,24,18,18,3.24,3,3
0.25,2,2,146.7722,299.778,507.666,669.5502,500,1056,1590,1758,24,48,84,108,132,330,474,528,8.6376,20.944,32.1092,39.9036,146.7722,299.778,507.666,669.5502,500,1056,1590,1758,24,48,84,108,132,330,474,528,8.6376,20.944,32.1092,39.9036,11.8336,8.772,17.544,36.9456,64,48,96,168,1,2,4,1,3,6,8,0.5329,0.5621,1.1242,1.9272,11.8336,8.772,17.544,36.9456,64,48,96,168,1,2,4,1,3,6,8,0.5329,0.5621,1.1242,1.9272,2.7556,34.2624,25.398,25.398,576,1152,864,864,6,6,72,108,108,1.6129,5.5626,5.8674,5.8674,443.072199999999,967.858800000001,1928.802,2409.501,2076,5472,8418,8922,73,156,294,378,450,1170,1830,2166,27.5257,73.9571999999999,124.0494,155.229,0.89,1.78,3.02,2,4,11,-2,-4,-4,-0.04,-0.0800000000000001,0.28,0.89,1.78,3.02,2,4,11,-2,-4,-4,-0.04,-0.0800000000000001,0.28,-10.68,-5.34,-5.34,96,108,108,24,18,18,3.24,3,3
0.15,1,1,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,2.7556,34.2624,43.824,0,576,1152,288,0,12,0,108,72,0,1.6129,5.5626,5.6388,0,131.8372,250.1568,500.736,908.16,972,2496,2508,960,19,36,66,120,102,288,426,360,6.4531,17.6076,28.9074,32.412,2.48,0,0,14,0,0,2,0,0,0.72,0,0,2.48,0,0,14,0,0,2,0,0,0.72,0,0,-10.68,-6.48,0,96,276,0,18,60,0,3.24,10.8,0
0.2,1,1,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,2.7556,34.2624,43.824,0,576,1152,288,0,12,0,108,72,0,1.6129,5.5626,5.6388,0,131.8372,250.1568,500.736,908.16,972,2496,2508,960,19,36,66,120,102,288,426,360,6.4531,17.6076,28.9074,32.412,2.48,0,0,14,0,0,2,0,0,0.72,0,0,2.48,0,0,14,0,0,2,0,0,0.72,0,0,-10.68,-6.48,0,96,276,0,18,60,0,3.24,10.8,0
0.3,2,2,135.2332,307.836,484.936,583.6942,538,1296,1852,1936,22,48,76,94,124,312,452,476,9.33500000000001,23.408,34.99,38.5774,135.2332,307.836,484.936,583.6942,538,1296,1852,1936,22,48,76,94,124,312,452,476,9.33500000000001,23.408,34.99,38.5774,9.2416,15.504,29.944,39.1856,49,84,133,182,2,4,5,4,12,20,24,0.5625,1.155,2.01,2.5725,9.2416,15.504,29.944,39.1856,49,84,133,182,2,4,5,4,12,20,24,0.5625,1.155,2.01,2.5725,2.4025,28.272,47.43,67.89,625,1050,1800,1950,12,18,108,216,252,1.9321,6.255,12.8436,15.9294,408.1021,980.052,1826.916,2668.629,2239,5988,10626,13950,67,156,282,420,438,1224,2178,3000,29.9371,82.734,147.5322,206.586,0.98,2.31,2.31,2,9,9,-2,-2,-2,-0.04,0.32,0.32,0.98,2.31,2.31,2,9,9,-2,-2,-2,-0.04,0.32,0.32,-8.94,-12,-15.9,108,228,372,18,36,66,3.84,7.44,13.56
0.25,1,1,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,2.7556,34.2624,43.824,0,576,1152,288,0,12,0,108,72,0,1.6129,5.5626,5.6388,0,131.8372,250.1568,500.736,908.16,972,2496,2508,960,19,36,66,120,102,288,426,360,6.4531,17.6076,28.9074,32.412,2.48,0,0,14,0,0,2,0,0,0.72,0,0,2.48,0,0,14,0,0,2,0,0,0.72,0,0,-10.68,-6.48,0,96,276,0,18,60,0,3.24,10.8,0
0.1,1,1,18.3361,17.544,0,0,100,96,0,0,2,2,0,0,2,2,0,0,1.1258,1.1242,0,0,18.3361,17.544,0,0,100,96,0,0,2,2,0,0,2,2,0,0,1.1258,1.1242,0,0,6.5025,8.772,0,0,36,48,0,0,1,0,0,1,1,0,0,0.5929,0.5621,0,0,6.5025,8.772,0,0,36,48,0,0,1,0,0,1,1,0,0,0.5929,0.5621,0,0,2.4025,23.715,31.992,0,625,900,1200,0,6,0,72,36,0,1.9321,6.4218,6.0882,0,112.4191,152.694,259.059,526.32,1225,2376,3480,2880,13,24,42,60,66,168,192,120,8.6869,19.5888,29.9634,33.726,-0.89,0,0,-2,0,0,0,0,0,0.04,0,0,-0.89,0,0,-2,0,0,0,0,0,0.04,0,0,-6,-11.34,0,114,102,0,24,30,0,3.72,3.96,0
0.2,1,1,143.6891,306.918,503.943,661.325,458,1044,1470,1580,25,50,86,112,136,340,492,556,8.8641,21.5754,32.2478,40.4656,143.6891,306.918,503.943,661.325,458,1044,1470,1580,25,50,86,112,136,340,492,556,8.8641,21.5754,32.2478,40.4656,6.5025,7.752,6.5025,13.005,36,42,36,72,1,1,2,1,2,3,6,0.5929,0.5775,0.5929,1.1858,6.5025,7.752,6.5025,13.005,36,42,36,72,1,1,2,1,2,3,6,0.5929,0.5775,0.5929,1.1858,2.7556,25.398,30.2784,25.398,576,864,1008,864,6,6,72,72,108,1.6129,5.8674,5.715,5.8674,864.890200000002,1892.304,3279.2898,4483.866,3324,7992,11916,13728,151,312,558,744,870,2208,3252,3864,54.7974999999999,141.1872,222.703799999999,289.1784,-0.49,0,0,-1,0,0,-1,-2,-4,0.02,0,0,-0.49,0,0,-1,0,0,-1,-2,-4,0.02,0,0,-5.34,-8.28,-5.34,108,102,108,24,24,18,3,3.12,3
0.15,1,1,18.3361,17.544,0,0,100,96,0,0,2,2,0,0,2,2,0,0,1.1258,1.1242,0,0,18.3361,17.544,0,0,100,96,0,0,2,2,0,0,2,2,0,0,1.1258,1.1242,0,0,6.5025,8.772,0,0,36,48,0,0,1,0,0,1,1,0,0,0.5929,0.5621,0,0,6.5025,8.772,0,0,36,48,0,0,1,0,0,1,1,0,0,0.5929,0.5621,0,0,2.4025,23.715,31.992,0,625,900,1200,0,6,0,72,36,0,1.9321,6.4218,6.0882,0,112.4191,152.694,259.059,526.32,1225,2376,3480,2880,13,24,42,60,66,168,192,120,8.6869,19.5888,29.9634,33.726,-0.89,0,0,-2,0,0,0,0,0,0.04,0,0,-0.89,0,0,-2,0,0,0,0,0,0.04,0,0,-6,-11.34,0,114,102,0,24,30,0,3.72,3.96,0
0.15,2,2,70.2082,142.397,212.992,233.0272,178,344,328,226,12,22,36,42,58,136,144,98,3.406,7.995,10.1836,8.9098,70.2082,142.397,212.992,233.0272,178,344,328,226,12,22,36,42,58,136,144,98,3.406,7.995,10.1836,8.9098,9.2416,21.128,21.128,22.6176,49,56,56,63,3,3,3,9,18,18,15,0.5625,1.1325,1.1325,1.1175,9.2416,21.128,21.128,22.6176,49,56,56,63,3,3,3,9,18,18,15,0.5625,1.1325,1.1325,1.1175,2.7556,30.2784,69.222,43.824,576,1008,1152,288,18,12,144,216,72,1.6129,5.715,11.5062,5.6388,213.3802,487.7478,1054.668,1905.936,1110,3048,4758,3816,37,78,174,312,252,768,1416,1656,11.8309,35.415,70.4382,95.652,2.17,2.17,1.68,13,13,12,3,3,4,0.74,0.74,0.76,2.17,2.17,1.68,13,13,12,3,3,4,0.74,0.74,0.76,-8.28,-11.82,-6.48,102,384,276,12,72,60,3.12,13.8,10.8
0.15,2,2,70.2082,142.397,212.992,233.0272,178,344,328,226,12,22,36,42,58,136,144,98,3.406,7.995,10.1836,8.9098,70.2082,142.397,212.992,233.0272,178,344,328,226,12,22,36,42,58,136,144,98,3.406,7.995,10.1836,8.9098,9.2416,21.128,21.128,22.6176,49,56,56,63,3,3,3,9,18,18,15,0.5625,1.1325,1.1325,1.1175,9.2416,21.128,21.128,22.6176,49,56,56,63,3,3,3,9,18,18,15,0.5625,1.1325,1.1325,1.1175,2.4025,28.272,64.635,40.92,625,1050,1200,300,18,12,144,216,72,1.9321,6.255,12.5934,6.1716,213.0271,483.735,1045.494,1900.128,1159,3132,4854,3840,37,78,174,312,252,768,1416,1656,12.1501,36.495,72.6126,96.7176,2.17,2.17,1.68,13,13,12,3,3,4,0.74,0.74,0.76,2.17,2.17,1.68,13,13,12,3,3,4,0.74,0.74,0.76,-8.94,-13.8,-7.8,108,402,288,12,72,60,3.84,15.96,12.24
0.1,2,2,70.2082,142.397,212.992,233.0272,178,344,328,226,12,22,36,42,58,136,144,98,3.406,7.995,10.1836,8.9098,70.2082,142.397,212.992,233.0272,178,344,328,226,12,22,36,42,58,136,144,98,3.406,7.995,10.1836,8.9098,9.2416,21.128,21.128,22.6176,49,56,56,63,3,3,3,9,18,18,15,0.5625,1.1325,1.1325,1.1175,9.2416,21.128,21.128,22.6176,49,56,56,63,3,3,3,9,18,18,15,0.5625,1.1325,1.1325,1.1175,2.4025,28.272,64.635,40.92,625,1050,1200,300,18,12,144,216,72,1.9321,6.255,12.5934,6.1716,213.0271,483.735,1045.494,1900.128,1159,3132,4854,3840,37,78,174,312,252,768,1416,1656,12.1501,36.495,72.6126,96.7176,2.17,2.17,1.68,13,13,12,3,3,4,0.74,0.74,0.76,2.17,2.17,1.68,13,13,12,3,3,4,0.74,0.74,0.76,-8.94,-13.8,-7.8,108,402,288,12,72,60,3.84,15.96,12.24
0,2,2,122.2282,268.821,406.906,466.2082,466,1080,1420,1318,20,42,64,76,106,258,344,330,8.1492,19.8506,27.8752,28.2572,122.2282,268.821,406.906,466.2082,466,1080,1420,1318,20,42,64,76,106,258,344,330,8.1492,19.8506,27.8752,28.2572,9.2416,15.504,29.944,38.1216,49,84,133,147,2,4,5,4,12,20,20,0.5625,1.155,2.01,2.2725,9.2416,15.504,29.944,38.1216,49,84,133,147,2,4,5,4,12,20,20,0.5625,1.155,2.01,2.2725,2.4025,28.272,47.43,67.89,625,1050,1800,1950,12,18,108,216,252,1.9321,6.255,12.8436,15.9294,369.0871,863.007,1592.826,2316.171,2023,5340,9330,12096,61,138,246,366,384,1062,1854,2538,26.3797,72.0618,126.1878,175.6254,0.98,2.31,2.66,2,9,14,-2,-2,0,-0.04,0.32,0.72,0.98,2.31,2.66,2,9,14,-2,-2,0,-0.04,0.32,0.72,-8.94,-12,-15.9,108,228,372,18,36,66,3.84,7.44,13.56
0.05,2,2,122.2282,268.821,406.906,466.2082,466,1080,1420,1318,20,42,64,76,106,258,344,330,8.1492,19.8506,27.8752,28.2572,122.2282,268.821,406.906,466.2082,466,1080,1420,1318,20,42,64,76,106,258,344,330,8.1492,19.8506,27.8752,28.2572,9.2416,15.504,29.944,38.1216,49,84,133,147,2,4,5,4,12,20,20,0.5625,1.155,2.01,2.2725,9.2416,15.504,29.944,38.1216,49,84,133,147,2,4,5,4,12,20,20,0.5625,1.155,2.01,2.2725,2.4025,28.272,47.43,67.89,625,1050,1800,1950,12,18,108,216,252,1.9321,6.255,12.8436,15.9294,369.0871,863.007,1592.826,2316.171,2023,5340,9330,12096,61,138,246,366,384,1062,1854,2538,26.3797,72.0618,126.1878,175.6254,0.98,2.31,2.66,2,9,14,-2,-2,0,-0.04,0.32,0.72,0.98,2.31,2.66,2,9,14,-2,-2,0,-0.04,0.32,0.72,-8.94,-12,-15.9,108,228,372,18,36,66,3.84,7.44,13.56
0.15,2,2,146.7722,299.778,507.666,669.5502,500,1056,1590,1758,24,48,84,108,132,330,474,528,8.6376,20.944,32.1092,39.9036,146.7722,299.778,507.666,669.5502,500,1056,1590,1758,24,48,84,108,132,330,474,528,8.6376,20.944,32.1092,39.9036,11.8336,8.772,17.544,36.9456,64,48,96,168,1,2,4,1,3,6,8,0.5329,0.5621,1.1242,1.9272,11.8336,8.772,17.544,36.9456,64,48,96,168,1,2,4,1,3,6,8,0.5329,0.5621,1.1242,1.9272,2.7556,34.2624,25.398,25.398,576,1152,864,864,6,6,72,108,108,1.6129,5.5626,5.8674,5.8674,443.072199999999,967.858800000001,1928.802,2409.501,2076,5472,8418,8922,73,156,294,378,450,1170,1830,2166,27.5257,73.9571999999999,124.0494,155.229,0.89,1.78,3.02,2,4,11,-2,-4,-4,-0.04,-0.0800000000000001,0.28,0.89,1.78,3.02,2,4,11,-2,-4,-4,-0.04,-0.0800000000000001,0.28,-10.68,-5.34,-5.34,96,108,108,24,18,18,3.24,3,3
0,1,1,143.6891,306.918,503.943,661.325,458,1044,1470,1580,25,50,86,112,136,340,492,556,8.8641,21.5754,32.2478,40.4656,143.6891,306.918,503.943,661.325,458,1044,1470,1580,25,50,86,112,136,340,492,556,8.8641,21.5754,32.2478,40.4656,6.5025,7.752,6.5025,13.005,36,42,36,72,1,1,2,1,2,3,6,0.5929,0.5775,0.5929,1.1858,6.5025,7.752,6.5025,13.005,36,42,36,72,1,1,2,1,2,3,6,0.5929,0.5775,0.5929,1.1858,2.4025,23.715,28.272,23.715,625,900,1050,900,6,6,72,72,108,1.9321,6.4218,6.255,6.4218,864.5371,1888.938,3275.277,4480.5,3373,8064,12000,13800,151,312,558,744,870,2208,3252,3864,55.1167,142.296,223.7838,290.2872,-0.49,0,0,-1,0,0,-1,-2,-4,0.02,0,0,-0.49,0,0,-1,0,0,-1,-2,-4,0.02,0,0,-6,-8.94,-6,114,108,114,24,24,18,3.72,3.84,3.72
